pid,week,module,activity,date,rct
628f73adc5b81a118dfb1a06,2,,weekly_survey,2022-11-14 18:58:43,1
6173a7aa2d3f11e56d9f96f2,2,,weekly_survey,2022-11-14 18:43:52,1
5ed68c770e41400dd0056c55,2,,weekly_survey,2022-11-14 18:04:10,1
5caa61abcb4af3001640e877,2,,weekly_survey,2022-11-14 17:59:06,1
603ce90d158dc4ae761a15fa,2,,weekly_survey,2022-11-14 17:10:31,1
5c4b987538878c0001c7883b,2,,weekly_survey,2022-11-14 17:06:04,1
62796c419a79d1923fd947e2,2,,weekly_survey,2022-11-14 16:48:37,1
627414b935ba5506bee347d2,2,,weekly_survey,2022-11-14 16:45:47,1
601732b73bdebe96ac49d4eb,2,,weekly_survey,2022-11-14 16:34:16,1
611cf78346c5e728a66f1ebe,2,,weekly_survey,2022-11-14 16:13:05,1
5b2accc228c8850001e7f85b,2,,weekly_survey,2022-11-14 16:03:13,1
5fe3740d2738affd7cad1bc0,2,,weekly_survey,2022-11-14 15:42:58,1
5f3e788210bda10837e37fca,2,,weekly_survey,2022-11-14 15:39:07,1
5c37223ebef9a20001e38dad,2,,weekly_survey,2022-11-14 15:39:58,1
5f7e180204eed80b515a3569,2,,weekly_survey,2022-11-14 15:24:27,1
5f493fea06249046a8db8569,2,,weekly_survey,2022-11-14 15:05:42,1
60c20abfdccab926283d8f7f,2,,weekly_survey,2022-11-14 14:59:44,1
5cc36fcedc68980014f27704,2,,weekly_survey,2022-11-14 15:03:26,1
57fbd79de7e73400019ca256,2,,weekly_survey,2022-11-14 14:39:26,1
617097e90d0505595ce66612,2,,weekly_survey,2022-11-14 14:04:30,1
5baa81380d7ad600017a85de,2,,weekly_survey,2022-11-14 14:12:38,1
5efb98c3d5919f121a986486,2,,weekly_survey,2022-11-14 13:50:03,1
611cecb5dbc0658aad64bf2d,2,,weekly_survey,2022-11-14 13:29:01,1
5cf510ccb0bafb00161ffd56,2,,weekly_survey,2022-11-14 13:24:53,1
5f81cf89624ff22aadd9c9a7,2,,weekly_survey,2022-11-14 13:12:51,1
5d651053afb8f700198459d4,2,,weekly_survey,2022-11-14 13:10:10,1
5d9261e776e8dd00195f28f2,2,,weekly_survey,2022-11-14 13:06:29,1
5fc0ddfbcfc57d00094c4b3d,2,,weekly_survey,2022-11-14 12:49:11,1
634d73a0b235813241e9532a,2,,weekly_survey,2022-11-14 12:45:36,1
62ce97db1fa788670dea28c2,2,,weekly_survey,2022-11-14 12:38:50,1
5e1cf0eb65b6d3071f489de9,2,,weekly_survey,2022-11-14 12:41:04,1
