	uid	Start Date (UTC)	Submit Date (UTC)	duration (sec)
0	5cad1eef8ed53d00180d2532	2022-12-02 11:23:21	2022-12-02 11:35:05	704
1	5b6cd747a1fda800015ff9ba	2022-11-08 14:13:24	2022-11-08 14:21:54	510
2	5e41630f6391e10286e2bddf	2022-11-07 20:04:51	2022-11-07 20:09:11	260
3	5cc36fcedc68980014f27704	2022-11-07 13:44:16	2022-11-07 13:59:58	942
4	601732b73bdebe96ac49d4eb	2022-11-07 12:29:57	2022-11-07 12:39:55	598
5	5d9261e776e8dd00195f28f2	2022-11-07 12:16:20	2022-11-07 12:18:24	124
6	61673b692a55fba0f6b8abf1	2022-11-07 11:25:17	2022-11-07 11:29:34	257
7	5fe3740d2738affd7cad1bc0	2022-11-07 09:14:19	2022-11-07 09:19:37	318
8	5f3e788210bda10837e37fca	2022-11-07 05:58:52	2022-11-07 06:00:47	115
9	61011dd1dccad8267930b9bd	2022-11-06 12:14:03	2022-11-06 12:20:14	371
10	5f81cf89624ff22aadd9c9a7	2022-11-06 10:45:17	2022-11-06 10:53:37	500
11	5a4be74f21bfa00001081851	2022-11-06 10:03:00	2022-11-06 10:07:05	245
12	628f73adc5b81a118dfb1a06	2022-11-06 09:03:59	2022-11-06 09:08:57	298
13	5c4b987538878c0001c7883b	2022-11-05 21:39:05	2022-11-05 21:45:10	365
14	627414b935ba5506bee347d2	2022-11-04 21:02:46	2022-11-04 21:10:40	474
15	60dfa262b225a8e45b6d4421	2022-11-04 19:58:10	2022-11-04 20:20:33	1343
16	62ebd08bd6729790ced8587f	2022-11-04 10:23:04	2022-11-04 10:27:32	268
17	5bbbcd283895e3000163213f	2022-11-04 09:08:29	2022-11-04 09:12:28	239
18	5e1cf0eb65b6d3071f489de9	2022-11-03 21:24:21	2022-11-03 21:30:16	355
19	62796c419a79d1923fd947e2	2022-11-03 21:10:42	2022-11-03 21:14:27	225
20	5caa61abcb4af3001640e877	2022-11-03 20:50:46	2022-11-03 20:54:30	224
21	5d651053afb8f700198459d4	2022-11-03 20:02:32	2022-11-03 20:09:53	441
22	5c37223ebef9a20001e38dad	2022-11-03 17:48:57	2022-11-03 17:56:07	430
23	62ce97db1fa788670dea28c2	2022-11-03 10:58:12	2022-11-03 11:01:58	226
24	5b7f17a7338a93000155a36d	2022-11-03 00:41:11	2022-11-03 00:47:04	353
25	5f7e180204eed80b515a3569	2022-11-02 21:25:39	2022-11-02 21:36:04	625
26	615f352d323edd8ef58fedbd	2022-11-02 19:24:02	2022-11-02 19:28:40	278
27	617097e90d0505595ce66612	2022-11-02 15:36:08	2022-11-02 15:41:40	332
28	603ce90d158dc4ae761a15fa	2022-11-02 15:16:18	2022-11-02 15:23:13	415
29	5fc0ddfbcfc57d00094c4b3d	2022-11-02 14:09:33	2022-11-02 14:11:07	94
30	63468948a737d638cacf18bb	2022-11-02 13:33:45	2022-11-02 13:38:32	287
31	5efb98c3d5919f121a986486	2022-11-02 11:40:55	2022-11-02 11:43:50	175
32	5b2accc228c8850001e7f85b	2022-11-02 11:21:14	2022-11-02 11:26:33	319
33	5baa81380d7ad600017a85de	2022-11-02 10:34:00	2022-11-02 10:38:26	266
34	5f28431d82be890d2f58a32d	2022-11-01 23:26:48	2022-11-01 23:38:50	722
35	5ed68c770e41400dd0056c55	2022-11-01 22:54:42	2022-11-01 23:00:37	355
36	61470066dce66ce341df39c1	2022-11-01 21:24:03	2022-11-01 21:27:43	220
37	611cecb5dbc0658aad64bf2d	2022-11-01 20:58:55	2022-11-01 21:26:01	1626
38	6173a7aa2d3f11e56d9f96f2	2022-11-01 21:10:37	2022-11-01 21:15:24	287
39	58ebfc286d5fe6000166b9ff	2022-11-01 20:37:03	2022-11-01 21:09:08	1925
40	5f493fea06249046a8db8569	2022-11-01 20:59:16	2022-11-01 21:05:09	353
41	57fbd79de7e73400019ca256	2022-11-01 19:51:59	2022-11-01 20:00:57	538
42	5f69a3c91c1e25193e3f9c7b	2022-11-01 19:14:29	2022-11-01 19:18:44	255
43	611cf78346c5e728a66f1ebe	2022-11-01 18:12:05	2022-11-01 18:17:26	321
44	634d73a0b235813241e9532a	2022-11-01 17:30:07	2022-11-01 17:32:04	117
45	60da18693053b2c1d420085f	2022-11-01 16:42:26	2022-11-01 16:46:38	252
46	60c20abfdccab926283d8f7f	2022-11-01 16:34:27	2022-11-01 16:38:01	214
47	5dbb0562b1df1b110ead5bba	2022-11-01 14:25:09	2022-11-01 14:32:40	451
48	60ddcc052137212419247c3c	2022-11-01 13:46:33	2022-11-01 13:51:18	285
