	uid	Start Date (UTC)	Submit Date (UTC)	duration (sec)
0	5b7f17a7338a93000155a36d	2022-11-26 11:34:59	2022-11-26 11:40:21	322
1	5f7e180204eed80b515a3569	2022-11-24 21:23:15	2022-11-24 21:34:13	658
2	5e1cf0eb65b6d3071f489de9	2022-11-24 16:10:37	2022-11-24 16:14:55	258
3	5f493fea06249046a8db8569	2022-11-22 13:05:10	2022-11-22 13:07:15	125
4	5cc36fcedc68980014f27704	2022-11-21 18:13:15	2022-11-21 18:25:28	733
5	5f3e788210bda10837e37fca	2022-11-21 16:07:20	2022-11-21 16:11:52	272
6	627414b935ba5506bee347d2	2022-11-21 15:52:21	2022-11-21 16:03:22	661
7	601732b73bdebe96ac49d4eb	2022-11-21 13:31:32	2022-11-21 13:45:49	857
8	62ebd08bd6729790ced8587f	2022-11-21 08:12:00	2022-11-21 08:19:54	474
9	5c17c149f596b100011ca8b8	2022-11-20 23:39:06	2022-11-21 00:02:41	1415
10	60dfa262b225a8e45b6d4421	2022-11-20 22:44:32	2022-11-20 23:18:44	2052
11	5c37223ebef9a20001e38dad	2022-11-20 21:31:33	2022-11-20 22:17:00	2727
12	5f69a3c91c1e25193e3f9c7b	2022-11-20 22:07:48	2022-11-20 22:13:15	327
13	628f73adc5b81a118dfb1a06	2022-11-20 20:10:55	2022-11-20 20:21:31	636
14	57fbd79de7e73400019ca256	2022-11-20 18:31:57	2022-11-20 18:57:00	1503
15	60ddcc052137212419247c3c	2022-11-20 15:27:28	2022-11-20 15:32:09	281
16	5bbbcd283895e3000163213f	2022-11-20 00:37:30	2022-11-20 00:41:56	266
17	5f28431d82be890d2f58a32d	2022-11-19 10:08:37	2022-11-19 10:13:03	266
18	5b2accc228c8850001e7f85b	2022-11-19 01:30:22	2022-11-19 01:35:47	325
19	5d651053afb8f700198459d4	2022-11-18 18:28:14	2022-11-18 18:36:27	493
20	60c20abfdccab926283d8f7f	2022-11-18 16:37:46	2022-11-18 16:39:34	108
21	63468948a737d638cacf18bb	2022-11-18 12:46:35	2022-11-18 12:52:07	332
22	603ce90d158dc4ae761a15fa	2022-11-18 11:37:23	2022-11-18 11:44:12	409
23	5fc0ddfbcfc57d00094c4b3d	2022-11-17 19:38:16	2022-11-17 19:45:09	413
24	611cecb5dbc0658aad64bf2d	2022-11-16 21:31:02	2022-11-16 21:37:34	392
25	5c4b987538878c0001c7883b	2022-11-16 17:24:07	2022-11-16 17:28:22	255
26	5caa61abcb4af3001640e877	2022-11-16 10:44:11	2022-11-16 10:49:07	296
27	611cf78346c5e728a66f1ebe	2022-11-15 19:11:25	2022-11-15 19:17:30	365
28	5dbb0562b1df1b110ead5bba	2022-11-15 12:41:29	2022-11-15 12:48:24	415
29	5baa81380d7ad600017a85de	2022-11-15 08:15:49	2022-11-15 08:19:58	249
30	5ed68c770e41400dd0056c55	2022-11-14 20:29:46	2022-11-14 20:53:39	1433
31	5efb98c3d5919f121a986486	2022-11-14 20:21:26	2022-11-14 20:26:49	323
32	5b6cd747a1fda800015ff9ba	2022-11-14 15:35:41	2022-11-14 15:42:21	400
33	5d9261e776e8dd00195f28f2	2022-11-14 14:15:10	2022-11-14 14:18:53	223
34	634d73a0b235813241e9532a	2022-11-14 12:48:33	2022-11-14 12:51:33	180
