	uid	Start Date (UTC)	Submit Date (UTC)	duration (sec)
0	5e1cf0eb65b6d3071f489de9	2022-11-27 13:31:23	2022-11-27 13:32:37	74
1	5b7f17a7338a93000155a36d	2022-11-26 19:14:54	2022-11-26 19:16:53	119
2	5f7e180204eed80b515a3569	2022-11-25 21:43:04	2022-11-25 21:51:33	509
3	628f73adc5b81a118dfb1a06	2022-11-24 12:55:07	2022-11-24 13:00:04	297
4	5f493fea06249046a8db8569	2022-11-22 13:07:25	2022-11-22 13:08:00	35
5	60dfa262b225a8e45b6d4421	2022-11-21 18:04:32	2022-11-21 18:09:49	317
6	5f3e788210bda10837e37fca	2022-11-21 16:12:00	2022-11-21 16:12:54	54
7	627414b935ba5506bee347d2	2022-11-21 16:04:56	2022-11-21 16:06:42	106
8	601732b73bdebe96ac49d4eb	2022-11-21 13:46:19	2022-11-21 13:49:57	218
9	60ddcc052137212419247c3c	2022-11-21 12:20:46	2022-11-21 12:23:46	180
10	5fc0ddfbcfc57d00094c4b3d	2022-11-21 10:00:20	2022-11-21 10:03:01	161
11	5c17c149f596b100011ca8b8	2022-11-21 09:37:15	2022-11-21 09:50:09	774
12	62ebd08bd6729790ced8587f	2022-11-21 08:20:12	2022-11-21 08:21:29	77
13	5d651053afb8f700198459d4	2022-11-20 22:57:51	2022-11-20 22:59:31	100
14	5f69a3c91c1e25193e3f9c7b	2022-11-20 22:33:27	2022-11-20 22:40:48	441
15	603ce90d158dc4ae761a15fa	2022-11-20 21:48:32	2022-11-20 21:55:40	428
16	5bbbcd283895e3000163213f	2022-11-20 21:41:44	2022-11-20 21:44:33	169
17	5f28431d82be890d2f58a32d	2022-11-20 17:11:09	2022-11-20 17:12:39	90
18	5b2accc228c8850001e7f85b	2022-11-19 18:41:05	2022-11-19 18:43:50	165
19	5c4b987538878c0001c7883b	2022-11-19 18:17:27	2022-11-19 18:21:12	225
20	611cf78346c5e728a66f1ebe	2022-11-18 21:34:46	2022-11-18 21:38:04	198
21	60c20abfdccab926283d8f7f	2022-11-18 16:39:40	2022-11-18 16:42:06	146
22	611cecb5dbc0658aad64bf2d	2022-11-18 14:03:08	2022-11-18 14:06:23	195
23	5b6cd747a1fda800015ff9ba	2022-11-16 11:52:23	2022-11-16 11:56:09	226
24	5dbb0562b1df1b110ead5bba	2022-11-15 16:31:06	2022-11-15 16:37:07	361
25	5d9261e776e8dd00195f28f2	2022-11-15 15:57:40	2022-11-15 15:58:42	62
26	5ed68c770e41400dd0056c55	2022-11-15 15:19:36	2022-11-15 15:23:49	253
27	5efb98c3d5919f121a986486	2022-11-15 13:04:25	2022-11-15 13:07:58	213
28	5baa81380d7ad600017a85de	2022-11-15 08:20:05	2022-11-15 08:22:55	170
29		2022-11-14 12:51:39	2022-11-14 12:52:22	43
